City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
189,hualmay,-11.0964,-77.6139,61.32,85,4,9.22,PE,1659244976
190,iberia,29.9502,-91.7507,78.87,88,0,5.75,US,1659244977
191,joshimath,30.5667,79.5667,75.15,84,96,5.19,IN,1659244977
192,dzaoudzi,-12.7887,45.2699,76.89,83,75,4.61,YT,1659244977
193,havoysund,70.9963,24.6622,52.03,87,98,9.13,NO,1659244978
194,belgrade,44.804,20.4651,68.34,87,0,6.91,RS,1659244978
195,yopal,5.3378,-72.3959,71.06,93,99,3.11,CO,1659244978
196,las palmas,28.4204,-14.0131,70.59,78,20,9.22,ES,1659244979
197,cotacachi,0.3,-78.2667,56.75,88,41,3.85,EC,1659244979
198,vestmannaeyjar,63.4427,-20.2734,49.64,78,15,15.1,IS,1659244535
199,qasigiannguit,68.8193,-51.1922,46.65,83,100,7.52,GL,1659244980
200,lompoc,34.6391,-120.4579,68.14,95,0,4.61,US,1659244502
201,kahului,20.8947,-156.47,80.62,65,40,21.85,US,1659244508
202,oakdale,44.963,-92.9649,74.62,74,0,8.05,US,1659244968
203,hudiksvall,61.729,17.1036,61.3,63,84,5.32,SE,1659244980
204,fairbanks,64.8378,-147.7164,70.21,60,100,10.36,US,1659244639
205,buenaventura,3.8801,-77.0312,75.92,94,100,2.06,CO,1659244981
206,kalanguy,51.0167,116.5167,75.47,50,6,8.25,RU,1659244981
207,filingue,14.3521,3.3168,79.5,66,95,13.29,NE,1659244982
208,kaupanger,61.1845,7.2404,57.09,92,100,2.48,NO,1659244982
209,nijar,36.9665,-2.206,75.65,89,0,3.44,ES,1659244982
210,faanui,-16.4833,-151.75,79.21,71,2,22.86,PF,1659244597
211,cockburn town,21.4612,-71.1419,81.82,87,29,24.36,TC,1659244513
212,santa cruz,-17.8,-63.1667,67.46,52,100,4.61,BO,1659244574
213,sorland,67.667,12.6934,58.86,82,43,11.07,NO,1659244578
214,alta floresta,-9.8756,-56.0861,67.55,46,1,1.97,BR,1659244522
215,yumen,40.2833,97.2,91.17,15,71,14.27,CN,1659244533
216,robertsport,6.7533,-11.3686,76.14,72,45,7.2,LR,1659244984
217,arman,59.7,150.1667,59.02,95,100,7.74,RU,1659244984
218,omsukchan,62.5333,155.8,54.64,59,91,11.07,RU,1659244985
219,la primavera,5.4906,-70.4092,73.69,92,95,2.66,CO,1659244986
220,berbera,10.4396,45.0143,91.06,38,44,25.26,SO,1659244977
221,temir,49.1414,57.13,75.9,46,4,6.42,KZ,1659244986
222,poltar,48.4309,19.7941,62.37,92,37,3.87,SK,1659244987
223,temerloh,3.4483,102.4176,91.83,53,65,3.53,MY,1659244987
224,warwick,41.7001,-71.4162,72.9,74,0,4.61,US,1659244889
225,cabo san lucas,22.8909,-109.9124,86.61,60,41,5.46,MX,1659244483
226,sarakhs,36.5449,61.1577,89.74,45,40,13.8,IR,1659244988
227,katsuura,35.1333,140.3,86.68,70,2,16.64,JP,1659244611
228,point fortin,10.1833,-61.6833,77.9,86,47,12.62,TT,1659244862
229,alofi,-19.0595,-169.9187,76.89,88,8,8.05,NU,1659244724
230,paducah,37.0834,-88.6001,71.29,94,100,3.44,US,1659244989
231,ilulissat,69.2167,-51.1,46.42,81,75,3.44,GL,1659244476
232,baykit,61.67,96.37,77.18,68,52,5.61,RU,1659244989
233,lasa,46.6166,10.7002,61.68,78,15,5.66,IT,1659244990
234,port hardy,50.6996,-127.4199,64.58,88,20,0.0,CA,1659244990
235,vila velha,-20.3297,-40.2925,69.75,68,100,8.05,BR,1659244551
236,hailun,47.45,126.9333,81.34,75,56,11.07,CN,1659244990
237,bethel,41.3712,-73.414,71.64,83,0,0.0,US,1659244483
238,dudinka,69.4058,86.1778,51.62,76,100,20.98,RU,1659244615
239,apatity,67.5641,33.4031,53.53,90,55,7.38,RU,1659244991
240,new norfolk,-42.7826,147.0587,53.1,75,100,1.99,AU,1659244482
241,serowe,-22.3833,26.7167,53.8,29,0,4.72,BW,1659244992
242,bastia,42.6667,9.3333,79.3,52,0,4.61,FR,1659244992
243,port blair,11.6667,92.75,86.04,79,40,11.5,IN,1659244992
244,kurtamysh,54.9103,64.4319,73.42,63,58,9.13,RU,1659244711
245,bingol,38.8847,40.4939,72.12,27,0,3.44,TR,1659244993
246,grand gaube,-20.0064,57.6608,72.0,71,99,8.99,MU,1659244685
247,touros,-5.1989,-35.4608,75.94,85,99,11.16,BR,1659244552
248,gat,31.61,34.7642,78.08,100,22,1.95,IL,1659244542
249,jiangyou,31.7667,104.7167,88.32,58,63,4.52,CN,1659244995
250,yining,29.0361,114.5636,95.41,43,3,2.06,CN,1659244995
251,yulara,-25.2406,130.9889,69.55,27,6,10.13,AU,1659244484
252,clovis,36.8252,-119.7029,92.84,46,100,9.22,US,1659244996
253,kantunilkin,21.0917,-87.45,73.85,97,78,2.42,MX,1659244997
254,sur,22.5667,59.5289,88.36,59,86,7.65,OM,1659244819
255,codrington,-38.2667,141.9667,52.57,80,100,21.97,AU,1659244496
256,gariaband,20.635,82.0614,89.71,56,100,6.06,IN,1659244997
257,ikalamavony,-21.15,46.5833,62.15,75,9,3.67,MG,1659244998
258,bauchi,10.5,10.0,67.66,95,100,4.29,NG,1659244640
259,eyrarbakki,63.863,-21.1481,48.25,84,7,10.07,IS,1659244998
260,dzilam gonzalez,21.2833,-88.9333,73.45,94,64,4.65,MX,1659244999
261,porto novo,6.4965,2.6036,76.82,83,100,9.35,BJ,1659244600
262,beboto,8.2668,16.939,68.38,97,79,3.58,TD,1659244999
263,isangel,-19.55,169.2667,74.57,82,100,7.05,VU,1659244647
264,islamkot,24.6997,70.177,85.06,67,100,19.39,PK,1659245000
265,najran,17.4924,44.1277,84.85,35,96,8.7,SA,1659245000
266,ust-nera,64.5667,143.2,73.78,54,90,2.66,RU,1659244685
267,indiana,40.0003,-86.2503,69.96,83,0,0.0,US,1659245001
268,jumla,29.2747,82.1838,69.17,82,84,5.23,NP,1659245002
269,dekar,-21.5333,21.9333,51.31,38,5,3.96,BW,1659245003
270,hobyo,5.3505,48.5268,78.01,74,63,22.5,SO,1659245003
271,sale,34.0389,-6.8166,73.74,94,75,0.0,MA,1659245004
272,wanning,18.8003,110.3967,88.25,68,40,9.19,CN,1659244867
273,powassan,46.0334,-79.3496,64.18,86,2,5.53,CA,1659245005
274,andra,62.5147,65.8878,68.16,49,96,10.56,RU,1659245005
275,venado tuerto,-33.7456,-61.9688,53.76,56,90,6.4,AR,1659245006
276,hami,42.8,93.45,95.16,16,94,10.45,CN,1659244490
277,arawa,-6.2132,155.5367,85.06,69,14,5.86,PG,1659244846
278,broken hill,-31.95,141.4333,59.94,44,100,24.2,AU,1659244883
279,palmer,42.1584,-72.3287,69.17,83,0,0.0,US,1659244639
280,lorengau,-2.0226,147.2712,85.28,64,80,11.21,PG,1659244540
281,rameswaram,9.2833,79.3,82.92,80,76,17.02,IN,1659245008
282,zhenlai,45.8495,123.2973,87.75,57,75,13.2,CN,1659245008
283,campechuela,20.2342,-77.2789,76.87,85,11,11.34,CU,1659245008
284,gornopravdinsk,60.05,69.9,72.54,65,96,9.22,RU,1659245009
285,itoman,26.1247,127.6694,84.97,91,75,13.8,JP,1659244911
286,saint george,37.1041,-113.5841,73.99,78,20,3.44,US,1659244477
287,tabou,4.423,-7.3528,74.95,81,100,5.55,CI,1659245009
288,vila do maio,15.1333,-23.2167,75.99,78,100,8.01,CV,1659244571
289,bathsheba,13.2167,-59.5167,83.01,94,40,20.71,BB,1659244606
290,borzna,51.2546,32.4269,65.95,71,100,7.25,UA,1659245010
291,road town,18.4167,-64.6167,82.49,85,9,22.12,VG,1659244554
292,jardim,-21.4803,-56.1381,59.45,56,1,2.95,BR,1659245011
293,kavaratti,10.5669,72.642,81.37,82,100,20.94,IN,1659244955
294,batsfjord,70.6345,29.7185,53.38,93,100,6.91,NO,1659245011
295,chapleau,47.8405,-83.4034,56.1,83,3,7.81,CA,1659245012
296,banda aceh,5.5577,95.3222,86.2,63,99,12.57,ID,1659245012
297,almaznyy,48.0448,40.045,75.33,42,30,11.07,RU,1659245012
298,salalah,17.0151,54.0924,78.89,83,75,8.05,OM,1659244591
299,ornskoldsvik,63.2909,18.7153,58.15,77,73,1.14,SE,1659245012
300,leh,34.1667,77.5833,65.41,44,45,6.51,IN,1659244656
301,satuk,41.2263,32.3836,71.89,63,0,2.21,TR,1659245013
302,kanel,15.4916,-13.1763,78.93,79,100,4.12,SN,1659245013
303,nelson bay,-32.7167,152.15,65.08,59,100,7.0,AU,1659245014
304,furano,43.2818,142.4743,78.3,69,82,10.56,JP,1659245014
305,filadelfia,39.9523,-75.1638,76.01,74,0,3.44,US,1659245015
306,nhlangano,-27.1167,31.2,48.54,86,24,1.23,SZ,1659245015
307,kavieng,-2.5744,150.7967,84.81,64,78,10.18,PG,1659244534
308,nantucket,41.2835,-70.0995,74.14,90,40,0.0,US,1659245015
309,haines junction,60.7522,-137.5108,60.75,59,40,9.22,CA,1659244595
310,huangyan,28.6478,121.2594,100.98,42,18,2.37,CN,1659244838
311,tokmak,47.2514,35.7058,76.37,38,1,15.05,UA,1659245016
312,doka,13.5167,35.7667,69.1,93,100,9.15,SD,1659245016
313,taltal,-25.4,-70.4833,57.09,78,53,3.42,CL,1659245017
314,kaimganj,27.5667,79.35,87.42,64,98,6.91,IN,1659245017
315,marmora,44.4583,7.094,58.46,78,2,2.68,IT,1659245017
316,churapcha,62.0025,132.4325,84.69,40,50,10.42,RU,1659245017
317,tambopata,-12.7333,-69.1833,68.16,70,10,1.28,PE,1659245018
318,pendleton,45.6721,-118.7886,89.78,25,0,8.05,US,1659245018
319,tura,25.5198,90.2201,75.9,97,100,5.1,IN,1659245019
320,eppingen,49.1369,8.9103,64.85,80,99,1.54,DE,1659245019
321,kedrovyy,56.1667,91.8167,75.87,55,69,8.12,RU,1659244514
322,abrau-dyurso,44.69,37.59,80.06,63,0,4.32,RU,1659245020
323,nabire,-3.3667,135.4833,84.06,72,83,4.63,ID,1659244634
